#reassigned_contig	top_hit_contig	second_hit_contig	best_match_coverage	max_match_coverage	reassignment	new_name
CMU002772F	CMU001016F	CMU000199F	100.00	226.67	HAPLOTIG	000919F_001
CMU001370F	CMU001060F	CMU000702F	99.97	118.26	HAPLOTIG	000922F_000
CMU001691F	CMU001060F	CMU000034F	99.99	212.10	HAPLOTIG	000922F_001
CMU003158F	CMU001024F	CMU000004F	99.99	133.15	HAPLOTIG	000924F_000
CMU001447F	CMU001017F	CMU001287F	91.81	103.38	HAPLOTIG	000928F_000
CMU002549F	CMU001064F	CMU000135F	99.13	162.05	HAPLOTIG	000930F_000
CMU002564F	CMU001108F	CMU000012F	99.82	160.19	HAPLOTIG	000935F_000
CMU001802F	CMU001107F	CMU000019F	91.04	151.59	HAPLOTIG	000937F_000
CMU001981F	CMU001107F	CMU000006F	96.62	167.93	HAPLOTIG	000937F_001
CMU002337F	CMU001107F	CMU001993F	77.20	92.06	HAPLOTIG	000937F_002
CMU001328F	CMU001101F	CMU000385F	95.78	156.07	HAPLOTIG	000941F_000
CMU003421F	CMU001002F	CMU000099F	100.00	222.51	HAPLOTIG	000942F_000
CMU002986F	CMU001165F	CMU000158F	87.61	87.61	HAPLOTIG	000944F_000
CMU002144F	CMU001102F	CMU001121F	100.00	135.38	HAPLOTIG	000945F_000
CMU002390F	CMU001031F	CMU000565F	99.99	101.04	HAPLOTIG	000947F_000
CMU002514F	CMU001031F	CMU000067F	99.36	99.88	HAPLOTIG	000947F_001
CMU001375F	CMU001111F	CMU000913F	99.47	257.14	REPEAT	000948F_000
CMU002659F	CMU001041F	CMU000019F	99.98	106.34	HAPLOTIG	000949F_000
CMU002725F	CMU001046F	CMU000243F	97.93	112.90	HAPLOTIG	000950F_000
CMU002729F	CMU001012F	CMU000761F	95.34	209.23	HAPLOTIG	000951F_000
CMU002655F	CMU000973F	CMU000012F	93.58	95.89	HAPLOTIG	000952F_000
CMU001336F	CMU001117F	CMU000204F	76.21	77.70	HAPLOTIG	000953F_000
CMU001938F	CMU001117F	CMU000389F	99.99	108.36	HAPLOTIG	000953F_001
CMU001129F	CMU001112F	CMU000068F	82.81	111.77	HAPLOTIG	000954F_000
CMU002602F	CMU000885F	CMU000956F	99.95	155.85	HAPLOTIG	000956F_000
CMU003089F	CMU000885F	CMU000000F	89.58	134.97	HAPLOTIG	000956F_001
CMU001991F	CMU001050F	CMU000014F	100.00	124.76	HAPLOTIG	000959F_000
CMU001986F	CMU001072F	CMU000092F	99.99	157.99	HAPLOTIG	000960F_000
CMU002149F	CMU001072F	CMU000092F	99.99	100.42	HAPLOTIG	000960F_001
CMU002443F	CMU001072F	CMU000401F	80.20	80.59	HAPLOTIG	000960F_002
CMU002881F	CMU001072F	CMU000037F	99.84	173.80	HAPLOTIG	000960F_003
CMU003409F	CMU001011F	CMU001441F	96.97	260.61	REPEAT	000963F_000
CMU002011F	CMU001144F	CMU000012F	98.07	233.89	HAPLOTIG	000964F_000
CMU001192F	CMU001027F	CMU000234F	83.91	305.02	REPEAT	000967F_000
CMU000918F	CMU001027F	CMU000134F	97.71	609.97	REPEAT	000967F_001
CMU002343F	CMU001094F	CMU000336F	100.00	124.52	HAPLOTIG	000970F_000
CMU001693F	CMU001063F	CMU000019F	93.62	119.88	HAPLOTIG	000972F_000
CMU001828F	CMU001070F	CMU000081F	73.74	89.47	HAPLOTIG	000974F_000
CMU002325F	CMU001191F	CMU001165F	99.91	99.91	HAPLOTIG	000978F_000
CMU001059F	CMU001142F	CMU000790F	78.31	82.62	HAPLOTIG	000979F_000
CMU001826F	CMU001128F	CMU000105F	92.92	130.70	HAPLOTIG	000983F_000
CMU002155F	CMU001090F	CMU000055F	99.99	183.16	HAPLOTIG	000984F_000
CMU002587F	CMU001090F	CMU000055F	100.00	275.19	REPEAT	000984F_001
CMU002716F	CMU001110F	CMU000195F	99.91	116.09	HAPLOTIG	000987F_000
CMU001255F	CMU001123F	CMU000038F	78.03	80.98	HAPLOTIG	000988F_000
CMU001865F	CMU001097F	CMU000012F	100.00	148.80	HAPLOTIG	000990F_000
CMU002714F	CMU001097F	CMU000002F	98.50	142.89	HAPLOTIG	000990F_001
CMU002227F	CMU001033F	CMU000091F	89.29	109.62	HAPLOTIG	000991F_000
CMU002200F	CMU001105F	CMU000055F	92.00	151.50	HAPLOTIG	000992F_000
CMU002600F	CMU001105F	CMU000012F	98.98	153.95	HAPLOTIG	000992F_001
CMU001965F	CMU001114F	CMU000012F	100.00	188.90	HAPLOTIG	000997F_000
CMU002929F	CMU001114F	CMU001958F	80.31	269.87	REPEAT	000997F_001
CMU001528F	CMU001154F	CMU000019F	87.54	95.92	HAPLOTIG	000998F_000
CMU001171F	CMU001161F	CMU000080F	100.00	119.02	HAPLOTIG	001001F_000
CMU003440F	CMU001079F	CMU000802F	96.18	2244.32	REPEAT	001002F_000
CMU003588F	CMU001079F	CMU000206F	84.27	3364.16	REPEAT	001002F_001
CMU001628F	CMU001167F	CMU000009F	97.17	120.25	HAPLOTIG	001003F_000
CMU001988F	CMU001167F	CMU001346F	98.66	135.55	HAPLOTIG	001003F_001
CMU003739F	CMU001167F	CMU000559F	99.98	101.07	HAPLOTIG	001003F_002
CMU001779F	CMU001145F	CMU001217F	99.80	144.23	HAPLOTIG	001004F_000
CMU002512F	CMU001132F	CMU000218F	99.73	280.51	REPEAT	001006F_000
CMU003251F	CMU001157F	CMU000085F	99.98	167.96	HAPLOTIG	001008F_000
CMU001816F	CMU001169F	CMU000055F	79.77	119.23	HAPLOTIG	001013F_000
CMU001646F	CMU001147F	CMU000012F	85.79	547.85	REPEAT	001015F_000
CMU001989F	CMU001166F	CMU000830F	99.99	101.76	HAPLOTIG	001018F_000
CMU001574F	CMU001206F	CMU000792F	93.56	135.56	HAPLOTIG	001019F_000
CMU002914F	CMU001206F	CMU001699F	73.17	146.60	HAPLOTIG	001019F_001
CMU001682F	CMU001203F	CMU000076F	99.99	122.49	HAPLOTIG	001020F_000
CMU002943F	CMU001138F	CMU000019F	99.99	283.81	REPEAT	001023F_000
CMU003285F	CMU001138F	CMU002780F	99.75	321.11	REPEAT	001023F_001
CMU002240F	CMU001209F	CMU000852F	99.99	101.85	HAPLOTIG	001024F_000
CMU002748F	CMU001158F	CMU000398F	97.40	100.09	HAPLOTIG	001025F_000
CMU002801F	CMU001216F	CMU000002F	100.00	162.05	HAPLOTIG	001026F_000
CMU001224F	CMU001149F	CMU000014F	97.92	215.41	HAPLOTIG	001027F_000
CMU003390F	CMU001173F	CMU000657F	99.95	445.12	REPEAT	001032F_000
CMU003380F	CMU001173F	CMU000019F	100.00	384.67	REPEAT	001032F_001
CMU001771F	CMU001241F	CMU000012F	99.92	216.99	HAPLOTIG	001033F_000
CMU002598F	CMU001133F	CMU003348F	99.94	130.00	HAPLOTIG	001034F_000
CMU002372F	CMU001159F	CMU000788F	94.65	212.85	HAPLOTIG	001043F_000
CMU001838F	CMU001078F	CMU000126F	89.23	149.67	HAPLOTIG	001047F_000
CMU002293F	CMU001205F	CMU000012F	85.74	225.45	HAPLOTIG	001051F_000
CMU002477F	CMU001188F	CMU000182F	92.04	132.86	HAPLOTIG	001055F_000
CMU001945F	CMU001151F	CMU000456F	93.21	133.09	HAPLOTIG	001059F_000
CMU001795F	CMU001198F	CMU000024F	99.98	229.86	HAPLOTIG	001060F_000
CMU001928F	CMU001225F	CMU000701F	99.34	241.20	HAPLOTIG	001064F_000
CMU003218F	CMU001230F	CMU000038F	99.96	197.23	HAPLOTIG	001067F_000
CMU001538F	CMU001221F	CMU000104F	96.68	106.81	HAPLOTIG	001069F_000
CMU002713F	CMU001218F	CMU000450F	99.73	334.92	REPEAT	001070F_000
CMU001260F	CMU001217F	CMU000009F	76.87	91.94	HAPLOTIG	001074F_000
CMU002327F	CMU001214F	CMU000721F	100.00	115.36	HAPLOTIG	001079F_000
CMU002334F	CMU001303F	CMU000021F	100.00	100.80	HAPLOTIG	001080F_000
CMU000591F	CMU001279F	CMU000895F	90.80	142.62	HAPLOTIG	001083F_000
CMU001787F	CMU001180F	CMU000665F	99.85	108.48	HAPLOTIG	001085F_000
CMU003240F	CMU001180F	CMU000712F	88.70	191.68	HAPLOTIG	001085F_001
CMU001423F	CMU001289F	CMU000124F	100.00	209.85	HAPLOTIG	001086F_000
CMU001818F	CMU001276F	CMU000021F	100.00	103.01	HAPLOTIG	001087F_000
CMU001974F	CMU001277F	CMU000009F	99.27	116.10	HAPLOTIG	001088F_000
CMU002683F	CMU001277F	CMU000031F	100.00	112.47	HAPLOTIG	001088F_001
CMU001630F	CMU001271F	CMU000320F	92.44	92.49	HAPLOTIG	001091F_000
CMU002808F	CMU001247F	CMU000019F	99.99	102.00	HAPLOTIG	001093F_000
CMU001316F	CMU001285F	CMU000014F	71.11	142.20	HAPLOTIG	001097F_000
CMU001409F	CMU001272F	CMU000091F	87.30	92.39	HAPLOTIG	001102F_000
CMU002648F	CMU001272F	CMU000000F	80.31	84.97	HAPLOTIG	001102F_001
CMU002821F	CMU001250F	CMU000012F	99.86	168.81	HAPLOTIG	001103F_000
CMU003079F	CMU001250F	CMU000141F	99.85	104.93	HAPLOTIG	001103F_001
CMU002268F	CMU001231F	CMU000352F	99.97	193.26	HAPLOTIG	001107F_000
CMU002845F	CMU001274F	CMU000956F	100.00	112.21	HAPLOTIG	001110F_000
CMU001954F	CMU001320F	CMU001781F	99.95	390.07	REPEAT	001111F_000
CMU002023F	CMU001320F	CMU001781F	99.59	345.36	REPEAT	001111F_001
CMU002067F	CMU001282F	CMU000163F	99.50	2597.81	REPEAT	001125F_000
CMU002541F	CMU001388F	CMU000338F	99.95	188.41	HAPLOTIG	001127F_000
CMU002157F	CMU001322F	CMU000199F	78.65	136.86	HAPLOTIG	001130F_000
CMU002746F	CMU001269F	CMU000689F	99.95	129.25	HAPLOTIG	001134F_000
CMU001432F	CMU001401F	CMU000019F	81.31	142.74	HAPLOTIG	001136F_000
CMU001906F	CMU001401F	CMU000019F	99.96	468.77	REPEAT	001136F_001
CMU002069F	CMU001346F	CMU000019F	99.68	188.05	HAPLOTIG	001138F_000
CMU002054F	CMU001346F	CMU000000F	99.97	294.85	REPEAT	001138F_001
CMU002584F	CMU001342F	CMU000001F	96.22	98.31	HAPLOTIG	001140F_000
CMU002161F	CMU001257F	CMU001324F	99.93	1005.71	REPEAT	001142F_000
CMU001484F	CMU001312F	CMU000019F	99.57	107.22	HAPLOTIG	001143F_000
CMU000428F	CMU001365F	CMU000410F	99.99	174.35	HAPLOTIG	001144F_000
CMU002294F	CMU001327F	CMU000015F	80.82	206.55	HAPLOTIG	001149F_000
CMU002869F	CMU001301F	CMU000486F	100.00	126.28	HAPLOTIG	001151F_000
CMU002817F	CMU001396F	CMU000134F	99.98	107.83	HAPLOTIG	001152F_000
CMU001977F	CMU000702F	CMU000348F	99.96	111.54	HAPLOTIG	001154F_000
CMU002917F	CMU001309F	CMU000015F	100.00	164.11	HAPLOTIG	001166F_000
CMU003578F	CMU001353F	CMU000019F	100.00	172.69	HAPLOTIG	001168F_000
CMU002770F	CMU001354F	CMU000007F	91.93	108.93	HAPLOTIG	001169F_000
CMU002309F	CMU001294F	CMU000019F	100.00	107.84	HAPLOTIG	001173F_000
CMU002411F	CMU001400F	CMU000149F	99.99	142.58	HAPLOTIG	001178F_000
CMU000774F	CMU001400F	CMU000561F	99.98	148.12	HAPLOTIG	001178F_001
CMU002934F	CMU001356F	CMU000505F	95.72	127.56	HAPLOTIG	001179F_000
CMU002589F	CMU001512F	CMU000064F	100.00	147.37	HAPLOTIG	001180F_000
CMU003031F	CMU001299F	CMU000009F	99.52	218.85	HAPLOTIG	001188F_000
CMU002790F	CMU001441F	CMU000913F	99.93	203.80	HAPLOTIG	001189F_000
CMU002846F	CMU001441F	CMU000012F	95.34	262.01	REPEAT	001189F_001
CMU002040F	CMU001377F	CMU001088F	89.92	393.22	REPEAT	001190F_000
CMU002852F	CMU001377F	CMU000143F	100.00	521.95	REPEAT	001190F_001
CMU003457F	CMU001377F	CMU001088F	100.00	737.61	REPEAT	001190F_002
CMU001812F	CMU001451F	CMU000130F	99.99	127.41	HAPLOTIG	001192F_000
CMU002750F	CMU001416F	CMU000049F	100.00	107.28	HAPLOTIG	001193F_000
CMU002288F	CMU001326F	CMU000020F	100.00	263.01	REPEAT	001194F_000
CMU002720F	CMU001485F	CMU000012F	91.94	178.85	HAPLOTIG	001199F_000
CMU003399F	CMU001485F	CMU000913F	99.16	355.29	REPEAT	001199F_001
CMU001636F	CMU001393F	CMU000065F	99.96	142.03	HAPLOTIG	001200F_000
CMU001899F	CMU001446F	CMU000052F	99.99	348.91	REPEAT	001202F_000
CMU001544F	CMU001399F	CMU000009F	89.63	3372.06	REPEAT	001205F_000
CMU002204F	CMU001399F	CMU002196F	99.69	4515.95	REPEAT	001205F_001
CMU001980F	CMU001472F	CMU000055F	99.91	309.40	REPEAT	001212F_000
CMU000986F	CMU001491F	CMU000022F	99.96	555.26	REPEAT	001214F_000
CMU002319F	CMU001491F	CMU000022F	99.99	1644.84	REPEAT	001214F_001
CMU003311F	CMU001491F	CMU000022F	99.99	1363.69	REPEAT	001214F_002
CMU003276F	CMU001491F	CMU000022F	99.85	922.13	REPEAT	001214F_003
CMU002379F	CMU001444F	CMU000019F	99.74	109.51	HAPLOTIG	001215F_000
CMU002768F	CMU001264F	CMU000096F	99.33	161.11	HAPLOTIG	001218F_000
CMU003261F	CMU001443F	CMU000689F	99.98	441.74	REPEAT	001221F_000
CMU000235F	CMU001467F	CMU000117F	94.45	122.73	HAPLOTIG	001222F_000
CMU000278F	CMU001486F	CMU000249F	99.86	137.27	HAPLOTIG	001224F_000
CMU001957F	CMU001540F	CMU000956F	86.12	115.07	HAPLOTIG	001225F_000
CMU003071F	CMU001493F	CMU001478F	99.38	180.84	HAPLOTIG	001226F_000
CMU001809F	CMU001561F	CMU000021F	99.98	106.50	HAPLOTIG	001227F_000
CMU002709F	CMU001487F	CMU000431F	99.98	154.14	HAPLOTIG	001230F_000
CMU002647F	CMU001426F	CMU000018F	100.00	171.96	HAPLOTIG	001233F_000
CMU001837F	CMU001564F	CMU000436F	93.33	336.34	REPEAT	001237F_000
CMU003173F	CMU001564F	CMU000092F	99.97	426.89	REPEAT	001237F_001
CMU002369F	CMU001583F	CMU000012F	99.97	134.81	HAPLOTIG	001240F_000
CMU001793F	CMU001471F	CMU000146F	100.00	100.20	HAPLOTIG	001246F_000
CMU002489F	CMU001424F	CMU001198F	99.94	180.93	HAPLOTIG	001250F_000
CMU003196F	CMU001424F	CMU002091F	99.36	181.18	HAPLOTIG	001250F_001
CMU002135F	CMU000621F	CMU000353F	89.10	116.63	HAPLOTIG	001251F_000
CMU002524F	CMU001571F	CMU000295F	99.87	109.50	HAPLOTIG	001253F_000
CMU002794F	CMU001408F	CMU000012F	95.92	224.44	HAPLOTIG	001256F_000
CMU002070F	CMU001427F	CMU000012F	99.06	179.20	HAPLOTIG	001257F_000
CMU003306F	CMU001427F	CMU002193F	0	0	REPEAT	001257F_001
CMU003047F	CMU001439F	CMU000104F	99.99	306.45	REPEAT	001258F_000
CMU003043F	CMU001411F	CMU000119F	90.11	159.69	HAPLOTIG	001261F_000
CMU003159F	CMU001404F	CMU000035F	99.84	270.83	REPEAT	001262F_000
CMU002454F	CMU001372F	CMU000024F	97.20	102.94	HAPLOTIG	001264F_000
CMU002706F	CMU001455F	CMU002045F	100.00	132.35	HAPLOTIG	001265F_000
CMU002419F	CMU001573F	CMU000019F	74.87	90.38	HAPLOTIG	001267F_000
CMU003294F	CMU001518F	CMU000031F	99.98	100.03	HAPLOTIG	001270F_000
CMU001611F	CMU001558F	CMU000215F	93.78	94.24	HAPLOTIG	001271F_000
CMU002701F	CMU001526F	CMU000656F	99.99	166.42	HAPLOTIG	001281F_000
CMU001662F	CMU001596F	CMU000019F	79.84	119.71	HAPLOTIG	001282F_000
CMU002124F	CMU001551F	CMU000524F	86.25	364.92	REPEAT	001283F_000
CMU001910F	CMU001657F	CMU000091F	89.49	96.72	HAPLOTIG	001299F_000
CMU003110F	CMU001621F	CMU000096F	98.78	278.59	REPEAT	001300F_000
CMU001631F	CMU001622F	CMU001012F	84.15	394.74	REPEAT	001306F_000
CMU002717F	CMU001699F	CMU000018F	99.96	144.44	HAPLOTIG	001309F_000
CMU002246F	CMU001588F	CMU000189F	99.99	149.93	HAPLOTIG	001311F_000
CMU002996F	CMU001553F	CMU000012F	95.73	165.36	HAPLOTIG	001315F_000
CMU001708F	CMU001578F	CMU000012F	83.76	194.69	HAPLOTIG	001317F_000
CMU001674F	CMU001689F	CMU000149F	98.16	169.02	HAPLOTIG	001318F_000
CMU001777F	CMU001689F	CMU000091F	94.64	449.85	REPEAT	001318F_001
CMU001994F	CMU001689F	CMU000038F	96.35	803.24	REPEAT	001318F_002
CMU002980F	CMU001675F	CMU000417F	99.93	560.57	REPEAT	001322F_000
CMU002953F	CMU001675F	CMU000417F	99.81	558.97	REPEAT	001322F_001
CMU003053F	CMU001675F	CMU000417F	99.92	617.82	REPEAT	001322F_002
CMU002354F	CMU001643F	CMU000012F	88.11	138.21	HAPLOTIG	001325F_000
CMU001761F	CMU001619F	CMU000547F	99.99	249.89	HAPLOTIG	001326F_000
CMU002224F	CMU001619F	CMU000547F	100.00	425.95	REPEAT	001326F_001
CMU002292F	CMU001661F	CMU000012F	89.50	518.03	REPEAT	001332F_000
CMU002691F	CMU001661F	CMU000012F	100.00	242.79	HAPLOTIG	001332F_001
CMU002723F	CMU001661F	CMU000012F	100.00	233.31	HAPLOTIG	001332F_002
CMU002758F	CMU001701F	CMU000141F	78.95	92.62	HAPLOTIG	001341F_000
CMU002280F	CMU001593F	CMU000254F	100.00	136.40	HAPLOTIG	001343F_000
CMU002908F	CMU001593F	CMU000510F	76.37	87.87	HAPLOTIG	001343F_001
CMU002502F	CMU001666F	CMU000037F	82.35	112.55	HAPLOTIG	001349F_000
CMU002941F	CMU001716F	CMU000468F	97.99	136.22	HAPLOTIG	001350F_000
CMU001687F	CMU001639F	CMU000012F	86.93	99.08	HAPLOTIG	001355F_000
CMU002700F	CMU001833F	CMU000527F	100.00	127.04	HAPLOTIG	001358F_000
CMU003268F	CMU001833F	CMU001198F	99.83	281.50	REPEAT	001358F_001
CMU003233F	CMU001698F	CMU000012F	99.15	199.62	HAPLOTIG	001361F_000
CMU000815F	CMU001720F	CMU000574F	99.99	167.84	HAPLOTIG	001363F_000
CMU002440F	CMU001825F	CMU000010F	99.97	153.02	HAPLOTIG	001365F_000
CMU003157F	CMU001644F	CMU000586F	97.68	592.11	REPEAT	001367F_000
CMU003422F	CMU001644F	CMU002185F	99.39	748.93	REPEAT	001367F_001
CMU003435F	CMU001644F	CMU002185F	98.19	454.68	REPEAT	001367F_002
CMU002085F	CMU001747F	CMU001044F	99.95	175.61	HAPLOTIG	001371F_000
CMU002429F	CMU001781F	CMU001320F	99.96	426.10	REPEAT	001373F_000
CMU002158F	CMU001726F	CMU000607F	99.99	106.39	HAPLOTIG	001374F_000
CMU001940F	CMU001710F	CMU000012F	98.52	137.07	HAPLOTIG	001381F_000
CMU002172F	CMU001862F	CMU000380F	99.99	125.83	HAPLOTIG	001382F_000
CMU002427F	CMU000625F	CMU000566F	100.00	152.61	HAPLOTIG	001385F_000
CMU002442F	CMU000637F	CMU000019F	100.00	164.04	HAPLOTIG	001386F_000
CMU002395F	CMU001897F	CMU001022F	97.88	128.63	HAPLOTIG	001390F_000
CMU002089F	CMU001721F	CMU000700F	90.91	133.54	HAPLOTIG	001391F_000
CMU002925F	CMU001788F	CMU002646F	85.44	130.94	HAPLOTIG	001394F_000
CMU003193F	CMU001788F	CMU002646F	99.88	406.59	REPEAT	001394F_001
CMU003766F	CMU001788F	CMU000051F	0	0	REPEAT	001394F_002
CMU003055F	CMU001864F	CMU000075F	100.00	131.84	HAPLOTIG	001397F_000
CMU003274F	CMU001864F	CMU000956F	79.78	127.10	HAPLOTIG	001397F_001
CMU002374F	CMU001854F	CMU000052F	99.97	154.06	HAPLOTIG	001399F_000
CMU003078F	CMU001770F	CMU000296F	100.00	119.35	HAPLOTIG	001402F_000
CMU003334F	CMU001770F	CMU000296F	97.79	711.95	REPEAT	001402F_001
CMU002241F	CMU001867F	CMU000962F	98.21	153.41	HAPLOTIG	001403F_000
CMU002913F	CMU001867F	CMU001112F	99.54	145.40	HAPLOTIG	001403F_001
CMU002872F	CMU001867F	CMU000159F	99.89	208.85	HAPLOTIG	001403F_002
CMU002441F	CMU001753F	CMU001770F	99.93	115.90	HAPLOTIG	001404F_000
CMU002579F	CMU001753F	CMU000528F	96.79	133.99	HAPLOTIG	001404F_001
CMU002678F	CMU001610F	CMU000034F	98.49	260.55	REPEAT	001405F_000
CMU003535F	CMU001752F	CMU002202F	100.00	352.26	REPEAT	001406F_000
CMU002515F	CMU001068F	CMU000106F	100.00	132.94	HAPLOTIG	001419F_000
CMU002417F	CMU001068F	CMU000002F	99.91	137.74	HAPLOTIG	001419F_001
CMU002545F	CMU001853F	CMU000010F	76.30	97.51	HAPLOTIG	001425F_000
CMU001959F	CMU001756F	CMU000012F	99.94	214.34	HAPLOTIG	001428F_000
CMU001373F	CMU002143F	CMU001063F	92.88	205.42	HAPLOTIG	001433F_000
CMU002528F	CMU001978F	CMU000199F	99.41	109.08	HAPLOTIG	001434F_000
CMU002597F	CMU001963F	CMU000019F	99.98	307.30	REPEAT	001436F_000
CMU002316F	CMU001963F	CMU000273F	71.11	101.73	HAPLOTIG	001436F_001
CMU002687F	CMU001963F	CMU000019F	99.99	311.24	REPEAT	001436F_002
CMU002571F	CMU001963F	CMU000019F	100.00	314.75	REPEAT	001436F_003
CMU002721F	CMU001963F	CMU000019F	99.91	395.15	REPEAT	001436F_004
CMU002607F	CMU001963F	CMU000019F	100.00	430.48	REPEAT	001436F_005
CMU003220F	CMU001963F	CMU000019F	99.92	457.04	REPEAT	001436F_006
CMU003226F	CMU001963F	CMU000019F	99.85	370.14	REPEAT	001436F_007
CMU002552F	CMU001617F	CMU000180F	100.00	143.49	HAPLOTIG	001437F_000
CMU002258F	CMU001773F	CMU000113F	99.92	148.33	HAPLOTIG	001438F_000
CMU003383F	CMU001773F	CMU000012F	71.00	339.54	REPEAT	001438F_001
CMU001870F	CMU000683F	CMU000019F	96.70	102.46	HAPLOTIG	001439F_000
CMU002060F	CMU001794F	CMU000034F	100.00	136.30	HAPLOTIG	001440F_000
CMU001135F	CMU001973F	CMU000012F	79.29	104.00	HAPLOTIG	001450F_000
CMU002510F	CMU001185F	CMU000010F	94.50	411.86	REPEAT	001453F_000
CMU002590F	CMU001835F	CMU000143F	99.97	101.59	HAPLOTIG	001460F_000
CMU002015F	CMU001807F	CMU000088F	94.97	102.85	HAPLOTIG	001463F_000
CMU003136F	CMU001799F	CMU000728F	99.95	459.80	REPEAT	001465F_000
CMU001453F	CMU001842F	CMU000014F	94.54	212.80	HAPLOTIG	001468F_000
CMU001882F	CMU001868F	CMU000012F	73.88	154.31	HAPLOTIG	001471F_000
CMU001468F	CMU002106F	CMU000852F	100.00	151.42	HAPLOTIG	001476F_000
CMU001970F	CMU001917F	CMU000018F	90.84	264.22	REPEAT	001477F_000
CMU000394F	CMU002012F	CMU001862F	99.67	227.11	HAPLOTIG	001478F_000
CMU002431F	CMU002045F	CMU002336F	72.92	205.23	HAPLOTIG	001482F_000
CMU002906F	CMU002081F	CMU001355F	99.55	114.50	HAPLOTIG	001491F_000
CMU002405F	CMU002048F	CMU000018F	99.99	155.15	HAPLOTIG	001496F_000
CMU002671F	CMU001983F	CMU000061F	100.00	100.44	HAPLOTIG	001499F_000
CMU002739F	CMU001911F	CMU000026F	79.25	121.38	HAPLOTIG	001503F_000
CMU002042F	CMU001932F	CMU000012F	99.87	203.40	HAPLOTIG	001505F_000
CMU002115F	CMU001885F	CMU000527F	94.95	209.96	HAPLOTIG	001509F_000
CMU002349F	CMU001937F	CMU001242F	99.88	186.09	HAPLOTIG	001515F_000
CMU003283F	CMU001937F	CMU000002F	100.00	202.87	HAPLOTIG	001515F_001
CMU003581F	CMU001839F	CMU000686F	100.00	700.00	REPEAT	001518F_000
CMU002038F	CMU002078F	CMU000025F	97.84	115.23	HAPLOTIG	001522F_000
CMU003316F	CMU001968F	CMU000041F	100.00	248.19	HAPLOTIG	001523F_000
CMU001967F	CMU001952F	CMU000000F	98.52	124.84	HAPLOTIG	001525F_000
CMU000631F	CMU002014F	CMU000002F	97.17	140.77	HAPLOTIG	001527F_000
CMU003020F	CMU001960F	CMU000015F	99.95	123.65	HAPLOTIG	001533F_000
CMU002507F	CMU002165F	CMU000037F	81.51	282.33	REPEAT	001534F_000
CMU003082F	CMU002165F	CMU003098F	97.42	356.25	REPEAT	001534F_001
CMU002253F	CMU002105F	CMU000034F	99.97	331.03	REPEAT	001535F_000
CMU001061F	CMU002105F	CMU000177F	99.92	153.92	HAPLOTIG	001535F_001
CMU003001F	CMU002044F	CMU000911F	99.94	424.78	REPEAT	001536F_000
CMU002724F	CMU002044F	CMU000911F	100.00	1204.55	REPEAT	001536F_001
CMU003295F	CMU002044F	CMU000911F	99.98	1512.26	REPEAT	001536F_002
CMU002667F	CMU002141F	CMU000007F	100.00	236.88	HAPLOTIG	001538F_000
CMU001565F	CMU002020F	CMU003002F	72.23	120.14	HAPLOTIG	001541F_000
CMU002704F	CMU002005F	CMU000018F	99.90	120.95	HAPLOTIG	001545F_000
CMU002593F	CMU002187F	CMU000177F	82.84	152.29	HAPLOTIG	001548F_000
CMU003433F	CMU002027F	CMU002301F	99.46	635.70	REPEAT	001549F_000
CMU003455F	CMU002002F	CMU000058F	94.57	97.02	HAPLOTIG	001550F_000
CMU002148F	CMU001176F	CMU000030F	82.04	109.33	HAPLOTIG	001551F_000
CMU002856F	CMU001176F	CMU001145F	99.97	152.02	HAPLOTIG	001551F_001
CMU003719F	CMU001176F	CMU000065F	72.48	421.30	REPEAT	001551F_002
CMU002832F	CMU002061F	CMU000010F	84.04	88.42	HAPLOTIG	001562F_000
CMU002759F	CMU002121F	CMU000000F	98.33	155.95	HAPLOTIG	001566F_000
CMU002730F	CMU002075F	CMU000051F	99.98	269.41	REPEAT	001569F_000
CMU002710F	CMU002270F	CMU002214F	90.24	90.24	HAPLOTIG	001575F_000
CMU003255F	CMU001931F	CMU000451F	99.72	123.73	HAPLOTIG	001584F_000
CMU002885F	CMU002353F	CMU001952F	99.99	155.68	HAPLOTIG	001585F_000
CMU002955F	CMU002228F	CMU000034F	99.80	112.61	HAPLOTIG	001586F_000
CMU002208F	CMU002111F	CMU000486F	99.43	112.08	HAPLOTIG	001590F_000
CMU003208F	CMU002111F	CMU000956F	100.00	1454.90	REPEAT	001590F_001
CMU003396F	CMU002111F	CMU000956F	100.00	1500.00	REPEAT	001590F_002
CMU003706F	CMU002096F	CMU000188F	97.67	383.33	REPEAT	001601F_000
CMU003580F	CMU002096F	CMU000188F	96.83	533.33	REPEAT	001601F_001
CMU002370F	CMU002277F	CMU000398F	99.99	130.27	HAPLOTIG	001607F_000
CMU003315F	CMU001990F	CMU001348F	83.96	1646.52	REPEAT	001611F_000
CMU003245F	CMU002202F	CMU001158F	97.33	264.17	REPEAT	001612F_000
CMU002525F	CMU002077F	CMU002576F	100.00	100.00	HAPLOTIG	001617F_000
CMU002082F	CMU002152F	CMU000018F	71.18	137.02	HAPLOTIG	001621F_000
CMU000710F	CMU002350F	CMU000065F	99.93	164.05	HAPLOTIG	001631F_000
CMU000583F	CMU002265F	CMU000361F	99.99	154.01	HAPLOTIG	001633F_000
CMU002897F	CMU002351F	CMU000012F	87.82	108.84	HAPLOTIG	001634F_000
