#reassigned_contig	top_hit_contig	second_hit_contig	best_match_coverage	max_match_coverage	reassignment
CMU000675F	CMU000012F	CMU000055F	17.26	47.58	KEEP
CMU000657F	CMU000012F	CMU000018F	38.59	90.99	KEEP
CMU000690F	CMU000100F	CMU000024F	23.14	23.37	KEEP
CMU000655F	-	-	-	-	KEEP
CMU000624F	CMU001268F	CMU000012F	24.77	46.38	KEEP
CMU000522F	CMU000000F	CMU000009F	5.65	8.51	KEEP
CMU000651F	CMU001182F	CMU000063F	52.12	61.54	KEEP
CMU000699F	CMU001133F	CMU000012F	25.42	59.81	KEEP
CMU000540F	CMU000134F	CMU000014F	11.73	18.07	KEEP
CMU000668F	-	-	-	-	KEEP
CMU000673F	CMU000226F	CMU000246F	37.24	37.24	KEEP
CMU000680F	CMU000227F	CMU000533F	27.46	55.54	KEEP
CMU000678F	CMU000127F	CMU000006F	31.48	38.95	KEEP
CMU000671F	-	-	-	-	KEEP
CMU000692F	CMU000358F	CMU000037F	64.83	65.99	KEEP
CMU000711F	CMU000215F	CMU000019F	30.90	32.15	KEEP
CMU000697F	-	-	-	-	KEEP
CMU000645F	CMU000012F	CMU000010F	19.51	38.33	KEEP
CMU000722F	CMU000704F	CMU000031F	38.10	43.05	KEEP
CMU000663F	-	-	-	-	KEEP
CMU000687F	-	-	-	-	KEEP
CMU000700F	CMU000018F	CMU000010F	16.74	37.09	KEEP
CMU000703F	CMU000526F	CMU000037F	19.75	20.99	KEEP
CMU000705F	-	-	-	-	KEEP
CMU000694F	-	-	-	-	KEEP
CMU000627F	CMU000571F	CMU000559F	46.09	82.36	KEEP
CMU000698F	-	-	-	-	KEEP
CMU000736F	CMU000548F	CMU000019F	32.72	146.61	KEEP
CMU000715F	CMU000056F	CMU000031F	19.30	24.18	KEEP
CMU000734F	CMU000413F	CMU000034F	38.88	134.98	KEEP
CMU000741F	CMU000168F	CMU000012F	40.72	78.28	KEEP
CMU000717F	-	-	-	-	KEEP
CMU000731F	CMU000389F	CMU000893F	52.92	69.67	KEEP
CMU000719F	-	-	-	-	KEEP
CMU000704F	CMU000785F	CMU000722F	34.97	62.71	KEEP
CMU000766F	CMU000012F	CMU000014F	23.81	68.92	KEEP
CMU000721F	CMU000044F	CMU000016F	57.46	58.69	KEEP
CMU000724F	CMU000230F	CMU000021F	8.95	11.75	KEEP
CMU000712F	-	-	-	-	KEEP
CMU000747F	-	-	-	-	KEEP
CMU000676F	-	-	-	-	KEEP
CMU000723F	-	-	-	-	KEEP
CMU000670F	-	-	-	-	KEEP
CMU000745F	-	-	-	-	KEEP
CMU000761F	-	-	-	-	KEEP
CMU000716F	-	-	-	-	KEEP
CMU000686F	-	-	-	-	KEEP
CMU000714F	CMU000622F	CMU000000F	65.36	83.57	KEEP
CMU000718F	CMU000893F	CMU000006F	8.88	11.14	KEEP
CMU000729F	-	-	-	-	KEEP
CMU000684F	-	-	-	-	KEEP
CMU000706F	CMU000000F	CMU000017F	5.34	9.56	KEEP
CMU000740F	CMU001089F	CMU000196F	65.32	86.45	KEEP
CMU000744F	-	-	-	-	KEEP
CMU000735F	-	-	-	-	KEEP
CMU000799F	CMU000705F	CMU000007F	5.61	9.60	KEEP
CMU000738F	CMU000034F	CMU000014F	29.96	58.90	KEEP
CMU000768F	-	-	-	-	KEEP
CMU000753F	-	-	-	-	KEEP
CMU000839F	CMU000143F	CMU000017F	23.44	37.25	KEEP
CMU000733F	CMU000012F	CMU000018F	43.28	120.58	KEEP
CMU000750F	CMU000012F	CMU000055F	43.26	86.71	KEEP
CMU000726F	-	-	-	-	KEEP
CMU000732F	CMU000031F	CMU000208F	67.82	79.52	KEEP
CMU000742F	-	-	-	-	KEEP
CMU000756F	CMU000277F	CMU000023F	66.90	87.51	KEEP
CMU000784F	CMU000056F	CMU001369F	44.62	60.98	KEEP
CMU000762F	CMU000292F	CMU001491F	4.68	25.98	KEEP
CMU000709F	-	-	-	-	KEEP
CMU000701F	CMU000437F	CMU001317F	33.91	59.01	KEEP
CMU000746F	-	-	-	-	KEEP
CMU000790F	CMU000478F	CMU000061F	12.03	12.44	KEEP
CMU000840F	-	-	-	-	KEEP
CMU000781F	-	-	-	-	KEEP
CMU000737F	CMU000012F	CMU000018F	12.21	29.79	KEEP
CMU000757F	CMU000579F	CMU000027F	28.40	31.42	KEEP
CMU000728F	-	-	-	-	KEEP
CMU000743F	-	-	-	-	KEEP
CMU000770F	-	-	-	-	KEEP
CMU000775F	-	-	-	-	KEEP
CMU000739F	-	-	-	-	KEEP
CMU000794F	CMU000014F	CMU000018F	31.51	39.36	KEEP
CMU000785F	CMU000704F	CMU000574F	32.31	65.48	KEEP
CMU000801F	CMU000024F	CMU000090F	39.68	43.07	KEEP
CMU000782F	CMU000137F	CMU000019F	36.99	57.63	KEEP
CMU000730F	CMU000012F	CMU002466F	22.55	47.45	KEEP
CMU000807F	-	-	-	-	KEEP
CMU000758F	CMU000019F	CMU000037F	0.93	3.32	KEEP
CMU000640F	-	-	-	-	KEEP
CMU000755F	-	-	-	-	KEEP
CMU000754F	CMU000012F	CMU000014F	36.11	94.56	KEEP
CMU000776F	CMU000019F	CMU000225F	27.16	31.21	KEEP
CMU000831F	-	-	-	-	KEEP
CMU000767F	CMU000328F	CMU000019F	9.12	30.39	KEEP
CMU000763F	-	-	-	-	KEEP
CMU000791F	CMU000019F	CMU000015F	1.70	2.90	KEEP
CMU000808F	-	-	-	-	KEEP
CMU000792F	CMU000510F	CMU000012F	22.44	42.83	KEEP
CMU000748F	CMU000626F	CMU000420F	19.25	83.79	KEEP
CMU000769F	-	-	-	-	KEEP
CMU000793F	-	-	-	-	KEEP
CMU000788F	CMU001203F	CMU001159F	22.72	54.71	KEEP
CMU000780F	-	-	-	-	KEEP
CMU000786F	-	-	-	-	KEEP
CMU000727F	CMU000578F	CMU000143F	55.42	61.57	KEEP
CMU000779F	CMU000091F	CMU000008F	53.54	72.09	KEEP
CMU000821F	-	-	-	-	KEEP
CMU000773F	-	-	-	-	KEEP
CMU000822F	CMU000007F	CMU000092F	2.30	2.46	KEEP
CMU000787F	-	-	-	-	KEEP
CMU000806F	CMU000546F	CMU001157F	58.60	130.91	KEEP
CMU000796F	-	-	-	-	KEEP
CMU000789F	-	-	-	-	KEEP
CMU000647F	CMU000012F	CMU000014F	18.08	35.43	KEEP
CMU000725F	CMU000000F	CMU000442F	17.68	27.36	KEEP
CMU000803F	-	-	-	-	KEEP
CMU000811F	CMU000025F	CMU000006F	1.21	3.04	KEEP
CMU000848F	CMU000014F	CMU000018F	18.41	36.39	KEEP
CMU000765F	CMU000877F	CMU000019F	57.05	99.70	KEEP
CMU000826F	CMU000012F	CMU000065F	48.16	118.77	KEEP
CMU000824F	CMU003353F	CMU003024F	3.22	205.81	KEEP
CMU000778F	CMU000015F	CMU000586F	9.66	20.17	KEEP
CMU000868F	-	-	-	-	KEEP
CMU000879F	CMU000012F	CMU000014F	25.36	64.04	KEEP
CMU000783F	-	-	-	-	KEEP
CMU000772F	CMU000570F	CMU000002F	39.22	60.66	KEEP
CMU000691F	-	-	-	-	KEEP
CMU000802F	-	-	-	-	KEEP
CMU000816F	-	-	-	-	KEEP
CMU000804F	-	-	-	-	KEEP
CMU000809F	CMU000012F	CMU000010F	17.91	32.71	KEEP
CMU000866F	CMU000012F	CMU000490F	50.65	130.10	KEEP
CMU000842F	-	-	-	-	KEEP
CMU000838F	CMU000628F	CMU000255F	17.48	34.16	KEEP
CMU000818F	CMU000586F	CMU000015F	10.33	16.94	KEEP
CMU000832F	CMU000112F	CMU000635F	48.49	50.47	KEEP
CMU000844F	-	-	-	-	KEEP
CMU000708F	CMU000356F	CMU000019F	26.22	66.07	KEEP
CMU000856F	CMU000357F	CMU000019F	45.35	76.84	KEEP
CMU000884F	CMU001123F	CMU000199F	53.36	53.63	KEEP
CMU000850F	CMU001349F	CMU000019F	45.12	150.62	KEEP
CMU000836F	CMU000012F	CMU000018F	24.30	82.09	KEEP
CMU000835F	-	-	-	-	KEEP
CMU000861F	CMU000012F	CMU000018F	38.78	120.74	KEEP
CMU000823F	CMU000012F	CMU000014F	27.22	77.79	KEEP
CMU000813F	CMU000496F	CMU000006F	10.89	11.29	KEEP
CMU000860F	CMU000020F	CMU000027F	34.33	52.68	KEEP
CMU000827F	CMU000019F	CMU000000F	5.84	14.73	KEEP
CMU000851F	CMU000002F	CMU000019F	3.32	8.81	KEEP
CMU000798F	-	-	-	-	KEEP
CMU000881F	-	-	-	-	KEEP
CMU000817F	CMU000009F	CMU000012F	8.68	24.04	KEEP
CMU000859F	CMU000579F	CMU000102F	54.85	58.30	KEEP
CMU000805F	CMU000370F	CMU000012F	19.21	63.87	KEEP
CMU000843F	CMU000012F	CMU001357F	13.19	23.49	KEEP
CMU000800F	-	-	-	-	KEEP
CMU000841F	CMU000055F	CMU000620F	63.26	75.78	KEEP
CMU000869F	CMU000012F	CMU000035F	34.32	81.14	KEEP
CMU000797F	CMU000064F	CMU000027F	19.57	37.54	KEEP
CMU000812F	CMU000014F	CMU000012F	26.45	93.10	KEEP
CMU000810F	-	-	-	-	KEEP
CMU000877F	CMU000765F	CMU000463F	45.33	120.30	KEEP
CMU000830F	CMU000019F	CMU000021F	2.84	6.62	KEEP
CMU000825F	-	-	-	-	KEEP
CMU000862F	-	-	-	-	KEEP
CMU000829F	-	-	-	-	KEEP
CMU000892F	-	-	-	-	KEEP
CMU000855F	CMU000065F	CMU000018F	35.52	89.65	KEEP
CMU000863F	-	-	-	-	KEEP
CMU001000F	CMU000028F	CMU001491F	43.36	56.83	KEEP
CMU000857F	-	-	-	-	KEEP
CMU000873F	CMU000300F	CMU000050F	69.68	75.60	KEEP
CMU000871F	CMU000012F	CMU000014F	27.53	63.98	KEEP
CMU000547F	CMU000019F	CMU000002F	5.42	7.51	KEEP
CMU000852F	CMU000313F	CMU000029F	29.16	34.66	KEEP
CMU000929F	CMU001032F	CMU000237F	47.95	48.09	KEEP
CMU000864F	CMU000012F	CMU000014F	35.73	345.88	KEEP
CMU000901F	CMU000608F	CMU000666F	41.72	43.48	KEEP
CMU000847F	CMU000297F	CMU000019F	41.86	86.14	KEEP
CMU000837F	-	-	-	-	KEEP
CMU000928F	-	-	-	-	KEEP
CMU000900F	CMU000012F	CMU000014F	65.81	504.79	KEEP
CMU000845F	-	-	-	-	KEEP
CMU000878F	CMU001872F	CMU000025F	27.88	28.09	KEEP
CMU000853F	-	-	-	-	KEEP
CMU000834F	-	-	-	-	KEEP
CMU000910F	-	-	-	-	KEEP
CMU000880F	-	-	-	-	KEEP
CMU000897F	-	-	-	-	KEEP
CMU000896F	-	-	-	-	KEEP
CMU000903F	CMU000012F	CMU000126F	13.91	37.90	KEEP
CMU000872F	-	-	-	-	KEEP
CMU000919F	CMU000027F	CMU000052F	18.00	18.68	KEEP
CMU000890F	-	-	-	-	KEEP
CMU000895F	-	-	-	-	KEEP
CMU000882F	-	-	-	-	KEEP
CMU000937F	CMU000012F	CMU000504F	62.08	116.64	KEEP
CMU000902F	-	-	-	-	KEEP
CMU000907F	-	-	-	-	KEEP
CMU000913F	CMU000012F	CMU001319F	33.20	79.88	KEEP
CMU001003F	CMU000037F	CMU000019F	15.18	72.20	KEEP
CMU000904F	CMU000020F	CMU000027F	0.97	1.75	KEEP
CMU000926F	CMU000012F	CMU000014F	21.18	59.94	KEEP
CMU000876F	-	-	-	-	KEEP
CMU000908F	-	-	-	-	KEEP
CMU000950F	CMU000019F	CMU000327F	6.40	6.92	KEEP
CMU000948F	-	-	-	-	KEEP
CMU000819F	-	-	-	-	KEEP
CMU000975F	CMU001138F	CMU000000F	16.94	34.68	KEEP
CMU000854F	CMU000057F	CMU000002F	23.58	29.82	KEEP
CMU000886F	-	-	-	-	KEEP
CMU000898F	-	-	-	-	KEEP
CMU000875F	-	-	-	-	KEEP
CMU000924F	CMU000002F	CMU000083F	3.63	8.05	KEEP
CMU000925F	-	-	-	-	KEEP
CMU000917F	-	-	-	-	KEEP
CMU000874F	-	-	-	-	KEEP
CMU000909F	CMU000092F	CMU000019F	3.54	5.36	KEEP
CMU000932F	CMU001817F	CMU000014F	15.37	24.10	KEEP
CMU000941F	CMU000335F	CMU000092F	30.89	30.93	KEEP
CMU000922F	CMU000019F	CMU000069F	11.72	12.41	KEEP
CMU000894F	-	-	-	-	KEEP
CMU000962F	CMU000897F	CMU000012F	30.22	51.56	KEEP
CMU000289F	-	-	-	-	KEEP
CMU000870F	-	-	-	-	KEEP
CMU000949F	-	-	-	-	KEEP
CMU000931F	-	-	-	-	KEEP
CMU000906F	-	-	-	-	KEEP
CMU000967F	CMU000019F	CMU000000F	6.67	12.78	KEEP
CMU000883F	CMU002037F	CMU000021F	18.17	22.00	KEEP
CMU000980F	-	-	-	-	KEEP
CMU000921F	CMU000126F	CMU000014F	60.21	3377.92	KEEP
CMU000958F	CMU000019F	CMU000111F	15.53	29.38	KEEP
CMU000939F	CMU000398F	CMU000015F	3.24	3.53	KEEP
CMU000952F	CMU000056F	CMU000073F	2.10	4.99	KEEP
CMU000935F	CMU000019F	CMU000056F	54.07	71.43	KEEP
CMU000943F	CMU000019F	CMU000021F	6.40	13.25	KEEP
CMU000954F	CMU000169F	CMU000030F	51.33	82.10	KEEP
CMU000933F	-	-	-	-	KEEP
CMU000927F	-	-	-	-	KEEP
CMU001032F	CMU000929F	CMU000328F	51.07	52.23	KEEP
CMU000891F	CMU000014F	CMU000012F	10.30	18.27	KEEP
CMU000956F	CMU002111F	CMU001829F	4.61	13.59	KEEP
CMU000912F	CMU000002F	CMU000012F	38.34	114.63	KEEP
CMU000893F	CMU000731F	CMU000718F	38.90	45.80	KEEP
CMU000959F	CMU000433F	CMU000028F	21.25	22.40	KEEP
CMU000938F	-	-	-	-	KEEP
CMU000911F	CMU000025F	CMU000092F	37.43	38.77	KEEP
CMU000947F	CMU000239F	CMU000047F	8.76	34.82	KEEP
CMU000914F	CMU000518F	CMU000010F	13.99	22.89	KEEP
CMU000963F	-	-	-	-	KEEP
CMU001014F	CMU000007F	CMU000210F	69.65	71.48	KEEP
CMU000940F	CMU000970F	CMU000021F	24.04	25.82	KEEP
CMU000953F	CMU000363F	CMU001215F	17.82	36.32	KEEP
CMU000936F	CMU000960F	CMU000014F	52.91	100.83	KEEP
CMU000930F	-	-	-	-	KEEP
CMU000965F	-	-	-	-	KEEP
CMU000944F	CMU000034F	CMU000002F	18.02	65.22	KEEP
CMU000858F	-	-	-	-	KEEP
CMU001004F	CMU000034F	CMU000012F	25.18	87.35	KEEP
CMU000923F	-	-	-	-	KEEP
CMU000961F	CMU000014F	CMU001083F	44.61	93.33	KEEP
CMU000979F	-	-	-	-	KEEP
CMU000957F	-	-	-	-	KEEP
CMU000995F	-	-	-	-	KEEP
CMU000976F	-	-	-	-	KEEP
CMU000972F	-	-	-	-	KEEP
CMU000994F	CMU001040F	CMU000018F	29.78	77.26	KEEP
CMU000984F	CMU000012F	CMU000055F	39.42	97.49	KEEP
CMU001021F	CMU000267F	CMU000061F	44.07	44.44	KEEP
CMU000974F	-	-	-	-	KEEP
CMU001019F	CMU000493F	CMU000019F	30.51	35.39	KEEP
CMU000951F	-	-	-	-	KEEP
CMU001062F	-	-	-	-	KEEP
CMU000991F	-	-	-	-	KEEP
CMU000999F	CMU000423F	CMU000012F	64.27	113.72	KEEP
CMU000985F	-	-	-	-	KEEP
CMU000969F	-	-	-	-	KEEP
CMU000992F	CMU000475F	CMU000019F	50.10	53.78	KEEP
CMU001022F	CMU000380F	CMU002154F	2.80	21.43	KEEP
CMU000934F	-	-	-	-	KEEP
CMU001005F	CMU000569F	CMU001533F	32.09	32.77	KEEP
CMU001088F	-	-	-	-	KEEP
CMU000955F	-	-	-	-	KEEP
CMU001010F	CMU000236F	CMU000325F	48.81	65.67	KEEP
CMU000998F	-	-	-	-	KEEP
CMU000971F	CMU000574F	CMU000785F	66.65	97.27	KEEP
CMU000981F	CMU000012F	CMU001343F	32.22	55.93	KEEP
CMU000970F	CMU000019F	CMU000940F	25.73	26.98	KEEP
CMU000988F	CMU000012F	CMU000010F	34.28	105.94	KEEP
CMU000982F	-	-	-	-	KEEP
CMU000960F	CMU000936F	CMU000096F	59.72	142.52	KEEP
CMU001044F	CMU000041F	CMU000000F	64.61	107.74	KEEP
CMU000946F	CMU000012F	CMU000088F	14.47	29.33	KEEP
CMU000968F	-	-	-	-	KEEP
CMU001076F	CMU000285F	CMU000019F	14.56	40.05	KEEP
CMU001103F	-	-	-	-	KEEP
CMU001016F	CMU000199F	CMU000010F	32.53	50.34	KEEP
CMU001009F	CMU000550F	CMU000019F	29.08	33.00	KEEP
CMU001030F	CMU000010F	CMU000000F	7.34	22.64	KEEP
CMU001060F	CMU000702F	CMU000000F	37.69	50.16	KEEP
CMU001007F	CMU000010F	CMU000034F	12.36	21.81	KEEP
CMU001024F	CMU000660F	CMU000215F	17.84	19.21	KEEP
CMU001065F	CMU000031F	CMU000037F	1.29	4.77	KEEP
CMU001054F	-	-	-	-	KEEP
CMU001028F	-	-	-	-	KEEP
CMU001017F	CMU000014F	CMU000012F	10.79	37.84	KEEP
CMU001087F	CMU000012F	CMU000926F	56.95	60.24	KEEP
CMU001064F	CMU000012F	CMU000055F	19.78	56.93	KEEP
CMU001126F	CMU000745F	CMU000010F	5.61	6.93	KEEP
CMU001025F	CMU000012F	CMU000368F	17.34	22.93	KEEP
CMU001018F	CMU000422F	CMU001058F	37.10	67.49	KEEP
CMU000966F	-	-	-	-	KEEP
CMU001108F	CMU000012F	CMU000155F	31.31	67.00	KEEP
CMU001008F	-	-	-	-	KEEP
CMU001107F	CMU000019F	CMU000029F	8.67	10.56	KEEP
CMU000997F	-	-	-	-	KEEP
CMU001093F	-	-	-	-	KEEP
CMU001082F	-	-	-	-	KEEP
CMU001101F	CMU000599F	CMU000200F	35.09	35.09	KEEP
CMU001002F	-	-	-	-	KEEP
CMU001116F	CMU000012F	CMU000482F	41.14	90.60	KEEP
CMU001165F	CMU000236F	CMU000019F	43.96	46.91	KEEP
CMU001102F	CMU000065F	CMU000018F	19.04	54.13	KEEP
CMU001026F	-	-	-	-	KEEP
CMU001031F	CMU000958F	CMU000019F	3.41	4.46	KEEP
CMU001111F	CMU003353F	CMU003024F	5.23	111.42	KEEP
CMU001041F	CMU000046F	CMU000021F	20.57	24.13	KEEP
CMU001046F	CMU000010F	CMU000015F	8.11	27.55	KEEP
CMU001012F	-	-	-	-	KEEP
CMU000973F	CMU000014F	CMU000010F	14.37	43.55	KEEP
CMU001117F	CMU000408F	CMU000000F	15.10	15.96	KEEP
CMU001112F	CMU000012F	CMU000010F	12.70	40.94	KEEP
CMU001023F	-	-	-	-	KEEP
CMU000885F	CMU000014F	CMU000010F	9.56	29.49	KEEP
CMU001006F	CMU001747F	CMU000024F	23.29	25.09	KEEP
CMU001058F	CMU000534F	CMU000018F	8.43	19.52	KEEP
CMU001050F	CMU000012F	CMU000074F	31.94	70.81	KEEP
CMU001072F	CMU000092F	CMU000029F	3.78	3.82	KEEP
CMU001048F	-	-	-	-	KEEP
CMU001049F	-	-	-	-	KEEP
CMU001011F	-	-	-	-	KEEP
CMU001144F	CMU000012F	CMU000014F	53.89	115.18	KEEP
CMU001127F	CMU000000F	CMU000199F	3.24	8.17	KEEP
CMU001035F	-	-	-	-	KEEP
CMU001027F	CMU000019F	CMU000002F	8.05	18.57	KEEP
CMU000983F	-	-	-	-	KEEP
CMU001096F	-	-	-	-	KEEP
CMU001094F	CMU000753F	CMU000012F	23.53	49.03	KEEP
CMU001040F	CMU000994F	CMU000012F	31.66	81.26	KEEP
CMU001063F	CMU000019F	CMU000031F	18.64	27.16	KEEP
CMU001113F	-	-	-	-	KEEP
CMU001070F	CMU000395F	CMU000006F	17.13	18.18	KEEP
CMU001080F	-	-	-	-	KEEP
CMU001125F	-	-	-	-	KEEP
CMU001037F	CMU000602F	CMU000287F	56.00	56.73	KEEP
CMU001191F	-	-	-	-	KEEP
CMU001142F	CMU000345F	CMU000291F	10.67	21.33	KEEP
CMU001001F	-	-	-	-	KEEP
CMU001029F	CMU000031F	CMU000291F	11.34	16.44	KEEP
CMU001066F	CMU000016F	CMU000134F	40.26	45.26	KEEP
CMU001128F	CMU000343F	CMU000012F	20.99	46.84	KEEP
CMU001090F	CMU000121F	CMU000065F	27.74	87.61	KEEP
CMU001083F	CMU000014F	CMU000961F	17.12	26.51	KEEP
CMU001122F	CMU000012F	CMU000055F	7.08	20.66	KEEP
CMU001110F	CMU001190F	CMU000012F	29.93	67.01	KEEP
CMU001123F	CMU000884F	CMU000019F	59.47	60.21	KEEP
CMU001109F	-	-	-	-	KEEP
CMU001097F	CMU000012F	CMU000065F	25.44	56.68	KEEP
CMU001033F	CMU000607F	CMU000621F	47.91	48.16	KEEP
CMU001105F	CMU000223F	CMU000012F	37.18	87.03	KEEP
CMU001045F	CMU000019F	CMU001396F	23.27	25.76	KEEP
CMU001095F	CMU001371F	CMU000014F	26.71	54.05	KEEP
CMU001152F	-	-	-	-	KEEP
CMU001148F	CMU000014F	CMU000074F	42.04	125.91	KEEP
CMU001114F	CMU000450F	CMU000012F	61.89	151.58	KEEP
CMU001154F	CMU000161F	CMU000019F	46.62	55.40	KEEP
CMU001120F	CMU000012F	CMU000018F	47.71	118.95	KEEP
CMU001137F	CMU001206F	CMU000141F	19.87	27.32	KEEP
CMU001161F	CMU000330F	CMU000080F	28.55	34.28	KEEP
CMU001079F	-	-	-	-	KEEP
CMU001167F	CMU000000F	CMU000154F	9.62	19.12	KEEP
CMU001145F	CMU000026F	CMU000199F	24.74	63.76	KEEP
CMU001163F	-	-	-	-	KEEP
CMU001132F	CMU000012F	CMU000065F	42.22	112.40	KEEP
CMU001013F	CMU000000F	CMU000264F	39.58	47.04	KEEP
CMU001157F	CMU000806F	CMU000398F	53.55	74.02	KEEP
CMU001249F	CMU000155F	CMU000018F	21.99	187.87	KEEP
CMU001118F	-	-	-	-	KEEP
CMU001150F	CMU001454F	CMU000775F	14.21	94.51	KEEP
CMU001131F	-	-	-	-	KEEP
CMU001169F	-	-	-	-	KEEP
CMU001256F	CMU000012F	CMU000065F	45.90	162.88	KEEP
CMU001147F	CMU001305F	CMU000012F	21.24	45.62	KEEP
CMU001124F	CMU000486F	CMU000012F	30.46	95.89	KEEP
CMU001139F	-	-	-	-	KEEP
CMU001166F	CMU000019F	CMU000031F	0.66	1.66	KEEP
CMU001206F	CMU000141F	CMU001137F	21.09	32.13	KEEP
CMU001203F	CMU000529F	CMU000788F	68.39	104.64	KEEP
CMU001092F	-	-	-	-	KEEP
CMU001182F	CMU000470F	CMU001194F	63.03	88.38	KEEP
CMU001138F	CMU000019F	CMU000975F	48.77	66.99	KEEP
CMU001209F	CMU000001F	CMU000091F	50.48	55.45	KEEP
CMU001158F	CMU001088F	CMU000019F	33.52	88.87	KEEP
CMU001216F	CMU000444F	CMU000002F	25.55	35.85	KEEP
CMU001149F	CMU000018F	CMU000012F	24.98	95.02	KEEP
CMU001234F	CMU000398F	CMU001088F	66.40	424.93	KEEP
CMU001194F	CMU001182F	CMU000470F	9.95	73.65	KEEP
CMU001100F	CMU000199F	CMU001278F	53.27	75.55	KEEP
CMU001186F	CMU000319F	CMU000019F	9.07	14.50	KEEP
CMU001173F	CMU000061F	CMU000019F	57.72	117.45	KEEP
CMU001241F	CMU001563F	CMU000012F	61.01	141.74	KEEP
CMU001133F	CMU000699F	CMU000012F	30.86	88.42	KEEP
CMU001172F	-	-	-	-	KEEP
CMU001177F	CMU000012F	CMU000070F	18.90	41.88	KEEP
CMU001104F	-	-	-	-	KEEP
CMU001071F	-	-	-	-	KEEP
CMU001227F	CMU000012F	CMU000014F	17.59	28.95	KEEP
CMU001200F	-	-	-	-	KEEP
CMU001160F	-	-	-	-	KEEP
CMU001184F	CMU000012F	CMU000018F	17.47	48.14	KEEP
CMU001159F	CMU000037F	CMU000788F	46.96	69.47	KEEP
CMU001190F	CMU001110F	CMU000012F	37.97	99.11	KEEP
CMU001199F	-	-	-	-	KEEP
CMU001197F	CMU000190F	CMU000924F	65.17	66.29	KEEP
CMU001078F	-	-	-	-	KEEP
CMU001204F	CMU000012F	CMU000346F	62.03	125.41	KEEP
CMU001155F	-	-	-	-	KEEP
CMU001207F	-	-	-	-	KEEP
CMU001205F	CMU000014F	CMU000012F	47.16	128.00	KEEP
CMU001121F	CMU000041F	CMU000000F	26.97	59.97	KEEP
CMU001181F	CMU000936F	CMU000014F	37.43	56.12	KEEP
CMU001215F	CMU000091F	CMU000069F	0.58	2.43	KEEP
CMU001188F	CMU000012F	CMU000074F	33.38	78.06	KEEP
CMU001235F	CMU000012F	CMU000002F	21.56	65.92	KEEP
CMU001193F	-	-	-	-	KEEP
CMU001164F	-	-	-	-	KEEP
CMU001151F	CMU000363F	CMU000953F	4.35	21.55	KEEP
CMU001198F	CMU000012F	CMU000055F	54.78	161.62	KEEP
CMU001252F	-	-	-	-	KEEP
CMU001130F	-	-	-	-	KEEP
CMU001254F	CMU000302F	CMU000002F	66.61	117.75	KEEP
CMU001225F	CMU000014F	CMU000012F	15.12	33.75	KEEP
CMU001219F	CMU000000F	CMU000034F	18.22	54.16	KEEP
CMU001179F	-	-	-	-	KEEP
CMU001230F	CMU000895F	CMU000342F	49.81	183.21	KEEP
CMU001281F	CMU000012F	CMU000007F	42.46	174.33	KEEP
CMU001221F	CMU000379F	CMU000019F	56.44	65.01	KEEP
CMU001218F	CMU000000F	CMU000065F	26.52	65.25	KEEP
CMU001290F	CMU000618F	CMU000012F	61.69	67.13	KEEP
CMU001273F	CMU000148F	CMU000007F	48.12	51.84	KEEP
CMU001243F	-	-	-	-	KEEP
CMU001217F	CMU000392F	CMU000014F	28.38	39.10	KEEP
CMU001251F	CMU000012F	CMU000158F	16.58	29.00	KEEP
CMU001089F	CMU000740F	CMU000000F	43.74	68.11	KEEP
CMU001162F	CMU000012F	CMU000199F	37.94	96.08	KEEP
CMU001228F	-	-	-	-	KEEP
CMU001214F	CMU000372F	CMU000292F	62.58	65.59	KEEP
CMU001303F	CMU000110F	CMU000497F	65.46	65.56	KEEP
CMU001239F	-	-	-	-	KEEP
CMU001168F	CMU000199F	CMU000015F	10.00	19.45	KEEP
CMU001279F	CMU000081F	CMU000021F	27.38	62.77	KEEP
CMU001189F	-	-	-	-	KEEP
CMU001180F	-	-	-	-	KEEP
CMU001289F	CMU000091F	CMU000125F	10.03	17.95	KEEP
CMU001276F	CMU000021F	CMU000009F	4.82	10.96	KEEP
CMU001277F	CMU000453F	CMU000031F	35.26	40.99	KEEP
CMU001297F	-	-	-	-	KEEP
CMU001183F	-	-	-	-	KEEP
CMU001271F	CMU000001F	CMU000063F	40.22	44.46	KEEP
CMU001267F	CMU000014F	CMU001116F	35.43	113.47	KEEP
CMU001247F	CMU000073F	CMU000019F	27.85	38.76	KEEP
CMU001238F	-	-	-	-	KEEP
CMU001291F	-	-	-	-	KEEP
CMU001283F	CMU001485F	CMU000012F	40.40	75.90	KEEP
CMU001285F	CMU001577F	CMU000012F	20.01	56.16	KEEP
CMU001056F	-	-	-	-	KEEP
CMU001246F	CMU002034F	CMU000019F	27.19	32.47	KEEP
CMU001208F	CMU000932F	CMU000035F	52.42	69.11	KEEP
CMU001278F	-	-	-	-	KEEP
CMU001272F	CMU000019F	CMU000027F	2.31	5.93	KEEP
CMU001250F	CMU001012F	CMU000188F	17.65	95.54	KEEP
CMU001313F	-	-	-	-	KEEP
CMU001325F	-	-	-	-	KEEP
CMU001074F	CMU000559F	CMU000191F	41.68	42.12	KEEP
CMU001231F	-	-	-	-	KEEP
CMU001265F	-	-	-	-	KEEP
CMU001245F	-	-	-	-	KEEP
CMU001274F	CMU001491F	CMU000022F	35.94	251.13	KEEP
